date,market,city,mom_index,yoy_index,ytd_index,mom_pct,yoy_pct,ytd_pct
2025-03-01,existing,大理,99.5,92.5,92.5,-0.005,-0.075,-0.075
2025-03-01,existing,大连,99.6,91.1,90.9,-0.0040000000000000565,-0.08900000000000005,-0.09099999999999994
2025-03-01,existing,天津,100.0,95.2,94.7,0.0,-0.04799999999999997,-0.05299999999999997
2025-03-01,existing,太原,99.5,95.1,95.5,-0.005,-0.04900000000000006,-0.045
2025-03-01,existing,宁波,100.1,92.6,92.1,0.0009999999999999432,-0.07400000000000005,-0.07900000000000006
2025-03-01,existing,安庆,99.5,91.2,91.1,-0.005,-0.08799999999999997,-0.08900000000000005
2025-03-01,existing,宜昌,99.7,93.0,92.8,-0.0029999999999999714,-0.07,-0.07200000000000002
2025-03-01,existing,岳阳,99.6,93.9,94.0,-0.0040000000000000565,-0.06099999999999994,-0.06
2025-03-01,existing,常德,99.5,91.5,91.1,-0.005,-0.085,-0.08900000000000005
2025-03-01,existing,广州,99.8,91.3,90.6,-0.0020000000000000282,-0.08700000000000002,-0.09400000000000006
2025-03-01,existing,徐州,99.4,92.8,92.7,-0.005999999999999943,-0.07200000000000002,-0.07299999999999997
2025-03-01,existing,惠州,99.2,89.4,89.6,-0.007999999999999972,-0.10599999999999994,-0.10400000000000005
2025-03-01,existing,成都,100.1,97.0,96.1,0.0009999999999999432,-0.03,-0.039000000000000055
2025-03-01,existing,扬州,100.3,91.5,91.2,0.0029999999999999714,-0.085,-0.08799999999999997
2025-03-01,existing,无锡,99.5,92.9,92.9,-0.005,-0.07099999999999994,-0.07099999999999994
2025-03-01,existing,昆明,99.7,92.5,92.6,-0.0029999999999999714,-0.075,-0.07400000000000005
2025-03-01,existing,杭州,101.0,97.3,96.2,0.01,-0.027000000000000027,-0.03799999999999997
2025-03-01,existing,桂林,100.1,94.8,94.4,0.0009999999999999432,-0.052000000000000025,-0.055999999999999946
2025-03-01,existing,武汉,99.9,91.7,90.9,-0.0009999999999999432,-0.08299999999999998,-0.09099999999999994
2025-03-01,existing,沈阳,99.8,93.8,93.3,-0.0020000000000000282,-0.06200000000000003,-0.06700000000000003
2025-03-01,existing,泉州,99.4,89.2,89.0,-0.005999999999999943,-0.10799999999999997,-0.11
2025-03-01,existing,泸州,100.1,92.3,92.0,0.0009999999999999432,-0.07700000000000003,-0.08
2025-03-01,existing,洛阳,99.8,93.4,93.1,-0.0020000000000000282,-0.06599999999999995,-0.06900000000000006
2025-03-01,existing,济南,100.0,91.4,90.7,0.0,-0.08599999999999994,-0.09299999999999997
2025-03-01,existing,济宁,99.9,94.5,94.4,-0.0009999999999999432,-0.055,-0.055999999999999946
2025-03-01,existing,海口,99.8,94.1,93.5,-0.0020000000000000282,-0.05900000000000006,-0.065
2025-03-01,existing,深圳,100.3,95.9,94.8,0.0029999999999999714,-0.040999999999999946,-0.052000000000000025
2025-03-01,existing,温州,99.9,90.0,89.5,-0.0009999999999999432,-0.1,-0.105
2025-03-01,existing,湛江,99.9,92.7,92.5,-0.0009999999999999432,-0.07299999999999997,-0.075
2025-03-01,existing,烟台,99.7,90.6,90.7,-0.0029999999999999714,-0.09400000000000006,-0.09299999999999997
2025-03-01,existing,福州,99.8,90.6,90.7,-0.0020000000000000282,-0.09400000000000006,-0.09299999999999997
2025-03-01,existing,蚌埠,99.8,93.8,93.3,-0.0020000000000000282,-0.06200000000000003,-0.06700000000000003
2025-03-01,existing,襄阳,99.6,90.3,90.0,-0.0040000000000000565,-0.09700000000000003,-0.1
2025-03-01,existing,西宁,100.0,92.8,92.6,0.0,-0.07200000000000002,-0.07400000000000005
2025-03-01,existing,西安,99.7,93.1,93.0,-0.0029999999999999714,-0.06900000000000006,-0.07
2025-03-01,existing,贵阳,99.8,95.1,94.8,-0.0020000000000000282,-0.04900000000000006,-0.052000000000000025
2025-03-01,existing,赣州,99.7,95.3,95.0,-0.0029999999999999714,-0.04700000000000003,-0.05
